"threshold_sd","threshold_days","moving_average_days","majorLossThresh","bic"
4,9,24,2,Inf
2,10,24,2,-223.405925787729
2.1,10,24,2,-289.541953063718
2.2,10,24,2,-322.182258197253
2.3,10,24,2,-330.592466900444
2.4,10,24,2,-368.678012140842
2.5,10,24,2,-420.836587253328
2.6,10,24,2,-477.290942404474
2.7,10,24,2,-473.865738449899
2.8,10,24,2,-630.912397939676
2.9,10,24,2,-621.257776330512
3,10,24,2,-623.567551236662
3.1,10,24,2,-735.934053098051
3.2,10,24,2,-730.712191409439
3.3,10,24,2,-885.9666474577
3.4,10,24,2,-1147.54084349191
3.5,10,24,2,Inf
3.6,10,24,2,Inf
3.7,10,24,2,Inf
3.8,10,24,2,Inf
3.9,10,24,2,Inf
4,10,24,2,Inf
2,11,24,2,-225.298779790595
2.1,11,24,2,-291.426430758232
2.2,11,24,2,-316.175861575478
2.3,11,24,2,-319.566656886178
2.4,11,24,2,-366.241114118461
2.5,11,24,2,-418.370350064135
2.6,11,24,2,-474.757189822751
2.7,11,24,2,-471.442821935761
2.8,11,24,2,-627.462069527727
2.9,11,24,2,-617.408386502482
3,11,24,2,-619.900905225498
3.1,11,24,2,-732.309912207591
3.2,11,24,2,-727.518336898583
3.3,11,24,2,-882.14378445666
3.4,11,24,2,-1143.45847308736
3.5,11,24,2,Inf
3.6,11,24,2,Inf
3.7,11,24,2,Inf
3.8,11,24,2,Inf
3.9,11,24,2,Inf
4,11,24,2,Inf
2,12,24,2,-220.254332092863
2.1,12,24,2,-289.649701576744
2.2,12,24,2,-325.284037583914
2.3,12,24,2,-325.284037583914
2.4,12,24,2,-363.47711210915
2.5,12,24,2,-407.657134833651
2.6,12,24,2,-472.238602490841
2.7,12,24,2,-469.025329209883
2.8,12,24,2,-624.122239105758
2.9,12,24,2,-617.930119773233
3,12,24,2,-616.27068623512
3.1,12,24,2,-728.77292566338
3.2,12,24,2,-724.363221376849
3.3,12,24,2,-878.39810386866
3.4,12,24,2,-1139.37879080043
3.5,12,24,2,Inf
3.6,12,24,2,Inf
3.7,12,24,2,Inf
3.8,12,24,2,Inf
3.9,12,24,2,Inf
4,12,24,2,Inf
2,13,24,2,-215.329294559714
2.1,13,24,2,-284.4103681372
2.2,13,24,2,-322.794267487699
2.3,13,24,2,-322.794267487699
2.4,13,24,2,-362.090993549996
2.5,13,24,2,-409.908055782424
2.6,13,24,2,-473.814848588254
2.7,13,24,2,-466.61318780409
2.8,13,24,2,-620.871871380439
2.9,13,24,2,-615.116621361102
3,13,24,2,-617.202630842779
3.1,13,24,2,-725.537691526535
3.2,13,24,2,-721.450231808177
3.3,13,24,2,-874.712399866648
3.4,13,24,2,-1135.30180387643
3.5,13,24,2,Inf
3.6,13,24,2,Inf
3.7,13,24,2,Inf
3.8,13,24,2,Inf
3.9,13,24,2,Inf
4,13,24,2,Inf
2,14,24,2,-208.195195739901
2.1,14,24,2,-286.104342649345
2.2,14,24,2,-320.391908340218
2.3,14,24,2,-320.391908340218
2.4,14,24,2,-363.037110593703
2.5,14,24,2,-415.360384498883
2.6,14,24,2,-471.532453428922
2.7,14,24,2,-463.912254568565
2.8,14,24,2,-617.695122943371
2.9,14,24,2,-612.324355437506
3,14,24,2,-614.446955798996
3.1,14,24,2,-722.331774337164
3.2,14,24,2,-718.549400287671
3.3,14,24,2,-875.073975764859
3.4,14,24,2,-1131.22751959984
3.5,14,24,2,Inf
3.6,14,24,2,Inf
3.7,14,24,2,Inf
3.8,14,24,2,Inf
3.9,14,24,2,Inf
4,14,24,2,Inf
2,3,25,2,-234.41943915828
2.1,3,25,2,-267.658539710524
2.2,3,25,2,-305.736506533773
2.3,3,25,2,-344.958719543467
2.4,3,25,2,-344.958719543467
2.5,3,25,2,-438.918045530014
2.6,3,25,2,-488.517524808105
2.7,3,25,2,-496.786294369784
2.8,3,25,2,-563.557466641034
2.9,3,25,2,-643.316829185691
3,3,25,2,-643.316829185691
3.1,3,25,2,-643.316829185691
3.2,3,25,2,-747.786998300545
3.3,3,25,2,-1176.19210309144
3.4,3,25,2,-1176.19210309144
3.5,3,25,2,Inf
3.6,3,25,2,Inf
3.7,3,25,2,Inf
3.8,3,25,2,Inf
3.9,3,25,2,Inf
4,3,25,2,Inf
2,4,25,2,-236.533407845663
2.1,4,25,2,-268.653618709972
2.2,4,25,2,-303.938456510168
2.3,4,25,2,-343.055240351164
2.4,4,25,2,-343.055240351164
2.5,4,25,2,-436.763137189321
2.6,4,25,2,-491.255026432588
2.7,4,25,2,-492.620715903336
2.8,4,25,2,-558.969949113328
2.9,4,25,2,-640.636857476774
3,4,25,2,-641.664053469313
3.1,4,25,2,-645.116100149479
3.2,4,25,2,-751.044255884751
3.3,4,25,2,-1172.09111550785
3.4,4,25,2,-1172.09111550785
3.5,4,25,2,Inf
3.6,4,25,2,Inf
3.7,4,25,2,Inf
3.8,4,25,2,Inf
3.9,4,25,2,Inf
4,4,25,2,Inf
2,5,25,2,-231.687683932142
2.1,5,25,2,-263.168967446806
2.2,5,25,2,-302.143046846256
2.3,5,25,2,-341.154401147947
2.4,5,25,2,-341.154401147947
2.5,5,25,2,-434.610868220867
2.6,5,25,2,-492.170723002353
2.7,5,25,2,-488.937259625401
2.8,5,25,2,-554.677704617177
2.9,5,25,2,-634.016126674342
3,5,25,2,-642.921651872649
3.1,5,25,2,-637.399027936055
3.2,5,25,2,-743.410777967294
3.3,5,25,2,-1167.99276639521
3.4,5,25,2,-1167.99276639521
3.5,5,25,2,Inf
3.6,5,25,2,Inf
3.7,5,25,2,Inf
3.8,5,25,2,Inf
3.9,5,25,2,Inf
4,5,25,2,Inf
2,6,25,2,-224.098623059733
2.1,6,25,2,-261.834247148772
2.2,6,25,2,-300.350284537069
2.3,6,25,2,-334.846015508585
2.4,6,25,2,-334.06139703298
2.5,6,25,2,-434.234027899703
2.6,6,25,2,-488.331306088304
2.7,6,25,2,-490.36162147965
2.8,6,25,2,-560.796247907983
2.9,6,25,2,-628.537879209013
3,6,25,2,-641.839427716351
3.1,6,25,2,-630.983813276646
3.2,6,25,2,-746.048372469825
3.3,6,25,2,-1163.89706273335
3.4,6,25,2,-1163.89706273335
3.5,6,25,2,Inf
3.6,6,25,2,Inf
3.7,6,25,2,Inf
3.8,6,25,2,Inf
3.9,6,25,2,Inf
4,6,25,2,Inf
2,7,25,2,-227.793893194439
2.1,7,25,2,-263.561500712025
2.2,7,25,2,-298.560176614831
2.3,7,25,2,-327.09757230166
2.4,7,25,2,-326.03920279751
2.5,7,25,2,-430.372135221393
2.6,7,25,2,-484.945062749354
2.7,7,25,2,-486.540001824497
2.8,7,25,2,-556.447079653518
2.9,7,25,2,-631.761240987695
3,7,25,2,-635.770597711885
3.1,7,25,2,-638.181206880242
3.2,7,25,2,-734.73545804464
3.3,7,25,2,-1159.80401153909
3.4,7,25,2,-1159.80401153909
3.5,7,25,2,Inf
3.6,7,25,2,Inf
3.7,7,25,2,Inf
3.8,7,25,2,Inf
3.9,7,25,2,Inf
4,7,25,2,Inf
2,8,25,2,-230.097617653905
2.1,8,25,2,-261.86944238728
2.2,8,25,2,-296.772730149253
2.3,8,25,2,-331.914465394504
2.4,8,25,2,-331.914465394504
2.5,8,25,2,-426.929564195026
2.6,8,25,2,-481.832863699649
2.7,8,25,2,-483.122180016195
2.8,8,25,2,-552.582341007289
2.9,8,25,2,-622.686794762479
3,8,25,2,-630.840592215894
3.1,8,25,2,-632.372948111612
3.2,8,25,2,-730.29302816452
3.3,8,25,2,-1155.71361986659
3.4,8,25,2,-1155.71361986659
3.5,8,25,2,Inf
3.6,8,25,2,Inf
3.7,8,25,2,Inf
3.8,8,25,2,Inf
3.9,8,25,2,Inf
4,8,25,2,Inf
2,9,25,2,-225.636472183798
2.1,9,25,2,-256.874543475428
2.2,9,25,2,-291.246023715208
2.3,9,25,2,-326.204956502744
2.4,9,25,2,-333.57758462557
2.5,9,25,2,-423.866250764966
2.6,9,25,2,-479.87571589182
2.7,9,25,2,-476.23296200101
2.8,9,25,2,-549.143992846514
2.9,9,25,2,-618.766482564646
3,9,25,2,-626.80806319235
3.1,9,25,2,-627.911159249225
3.2,9,25,2,-730.84134404696
3.3,9,25,2,-1151.62589480763
3.4,9,25,2,-1151.62589480763
3.5,9,25,2,Inf
3.6,9,25,2,Inf
3.7,9,25,2,Inf
3.8,9,25,2,Inf
3.9,9,25,2,Inf
4,9,25,2,Inf
2,10,25,2,-223.615457040071
2.1,10,25,2,-254.813253043841
2.2,10,25,2,-293.205850056161
2.3,10,25,2,-320.691740244286
2.4,10,25,2,-331.690050995768
2.5,10,25,2,-421.053483938682
2.6,10,25,2,-477.32385013123
2.7,10,25,2,-473.75224813354
2.8,10,25,2,-545.978556505228
2.9,10,25,2,-614.844158688579
3,10,25,2,-623.049169369554
3.1,10,25,2,-623.832059580959
3.2,10,25,2,-727.58213306078
3.3,10,25,2,-1147.54084349191
3.4,10,25,2,-1147.54084349191
3.5,10,25,2,Inf
3.6,10,25,2,Inf
3.7,10,25,2,Inf
3.8,10,25,2,Inf
3.9,10,25,2,Inf
4,10,25,2,Inf
2,11,25,2,-225.298779790595
2.1,11,25,2,-256.809309992501
2.2,11,25,2,-291.426430758232
2.3,11,25,2,-319.468288161259
2.4,11,25,2,-317.078432078632
2.5,11,25,2,-418.352372965503
2.6,11,25,2,-474.788320602565
2.7,11,25,2,-467.546520496713
2.8,11,25,2,-542.925281206488
2.9,11,25,2,-614.783025279855
3,11,25,2,-619.332305677126
3.1,11,25,2,-623.681042152071
3.2,11,25,2,-724.198536210811
3.3,11,25,2,-1143.45847308736
3.4,11,25,2,-1143.45847308736
3.5,11,25,2,Inf
3.6,11,25,2,Inf
3.7,11,25,2,Inf
3.8,11,25,2,Inf
3.9,11,25,2,Inf
4,11,25,2,Inf
2,12,25,2,-220.254332092863
2.1,12,25,2,-255.127970679508
2.2,12,25,2,-289.649701576744
2.3,12,25,2,-324.31966249964
2.4,12,25,2,-324.31966249964
2.5,12,25,2,-419.619479487971
2.6,12,25,2,-472.268092153662
2.7,12,25,2,-465.383169402419
2.8,12,25,2,-539.96164249093
2.9,12,25,2,-611.153770654253
3,12,25,2,-619.801760188631
3.1,12,25,2,-619.761554519018
3.2,12,25,2,-724.907043070671
3.3,12,25,2,-1139.37879080043
3.4,12,25,2,-1139.37879080043
3.5,12,25,2,Inf
3.6,12,25,2,Inf
3.7,12,25,2,Inf
3.8,12,25,2,Inf
3.9,12,25,2,Inf
4,12,25,2,Inf
2,13,25,2,-219.209883807336
2.1,13,25,2,-250.882467869929
2.2,13,25,2,-284.4103681372
2.3,13,25,2,-314.163200999649
2.4,13,25,2,-322.344845937753
2.5,13,25,2,-413.660512176147
2.6,13,25,2,-473.814848588254
2.7,13,25,2,-463.325644184789
2.8,13,25,2,-537.07105717031
2.9,13,25,2,-616.650331308233
3,13,25,2,-616.984983013674
3.1,13,25,2,-620.953889078505
3.2,13,25,2,-722.009204564517
3.3,13,25,2,-1135.30180387643
3.4,13,25,2,-1135.30180387643
3.5,13,25,2,Inf
3.6,13,25,2,Inf
3.7,13,25,2,Inf
3.8,13,25,2,Inf
3.9,13,25,2,Inf
4,13,25,2,Inf
2,14,25,2,-207.81990642067
2.1,14,25,2,-248.526803915143
2.2,14,25,2,-286.104342649345
2.3,14,25,2,-320.634544597839
2.4,14,25,2,-320.634544597839
2.5,14,25,2,-415.360384498883
2.6,14,25,2,-471.532453428922
2.7,14,25,2,-461.35738497232
2.8,14,25,2,-530.408237557028
2.9,14,25,2,-613.872066249477
3,14,25,2,-614.191583339809
3.1,14,25,2,-618.258359030833
3.2,14,25,2,-719.12363072783
3.3,14,25,2,-1131.22751959984
3.4,14,25,2,-1131.22751959984
3.5,14,25,2,Inf
3.6,14,25,2,Inf
3.7,14,25,2,Inf
3.8,14,25,2,Inf
3.9,14,25,2,Inf
4,14,25,2,Inf
2,3,26,2,-238.148976017005
2.1,3,26,2,-234.84473640265
2.2,3,26,2,-305.736506533773
2.3,3,26,2,-344.958719543467
2.4,3,26,2,-344.958719543467
2.5,3,26,2,-388.929080855792
2.6,3,26,2,-496.786294369784
2.7,3,26,2,-496.786294369784
2.8,3,26,2,-563.734951195636
2.9,3,26,2,-634.330687430348
3,3,26,2,-643.419968955444
3.1,3,26,2,-643.419968955444
3.2,3,26,2,-906.19569386467
3.3,3,26,2,-906.19569386467
3.4,3,26,2,-1176.19210309144
3.5,3,26,2,Inf
3.6,3,26,2,Inf
3.7,3,26,2,Inf
3.8,3,26,2,Inf
3.9,3,26,2,Inf
4,3,26,2,Inf
2,4,26,2,-236.533407845663
2.1,4,26,2,-236.533407845663
2.2,4,26,2,-303.938456510168
2.3,4,26,2,-343.055240351164
2.4,4,26,2,-343.055240351164
2.5,4,26,2,-386.907757530021
2.6,4,26,2,-491.782486769454
2.7,4,26,2,-491.782486769454
2.8,4,26,2,-559.062723826881
2.9,4,26,2,-648.839551295735
3,4,26,2,-640.687749011838
3.1,4,26,2,-642.859833866944
3.2,4,26,2,-905.654381177905
3.3,4,26,2,-914.267928651768
3.4,4,26,2,-1172.09111550785
3.5,4,26,2,Inf
3.6,4,26,2,Inf
3.7,4,26,2,Inf
3.8,4,26,2,Inf
3.9,4,26,2,Inf
4,4,26,2,Inf
2,5,26,2,-231.918371997676
2.1,5,26,2,-231.918371997676
2.2,5,26,2,-302.143046846256
2.3,5,26,2,-332.760531164065
2.4,5,26,2,-332.760531164065
2.5,5,26,2,-378.251242602391
2.6,5,26,2,-492.170723002353
2.7,5,26,2,-488.316472523163
2.8,5,26,2,-554.769324239795
2.9,5,26,2,-643.960988056593
3,5,26,2,-634.06541947247
3.1,5,26,2,-635.600682011807
3.2,5,26,2,-907.817811917966
3.3,5,26,2,-907.841534550504
3.4,5,26,2,-1167.99276639521
3.5,5,26,2,Inf
3.6,5,26,2,Inf
3.7,5,26,2,Inf
3.8,5,26,2,Inf
3.9,5,26,2,Inf
4,5,26,2,Inf
2,6,26,2,-229.880460423833
2.1,6,26,2,-223.647340203281
2.2,6,26,2,-300.350284537069
2.3,6,26,2,-335.082116070475
2.4,6,26,2,-335.082116070475
2.5,6,26,2,-380.022106415199
2.6,6,26,2,-489.154788955694
2.7,6,26,2,-489.154788955694
2.8,6,26,2,-560.796247907983
2.9,6,26,2,-647.987072146925
3,6,26,2,-628.590037837303
3.1,6,26,2,-641.839427716351
3.2,6,26,2,-902.780218379787
3.3,6,26,2,-902.276761802241
3.4,6,26,2,-1163.89706273335
3.5,6,26,2,Inf
3.6,6,26,2,Inf
3.7,6,26,2,Inf
3.8,6,26,2,Inf
3.9,6,26,2,Inf
4,6,26,2,Inf
2,7,26,2,-228.091169069304
2.1,7,26,2,-224.089358231446
2.2,7,26,2,-298.560176614831
2.3,7,26,2,-328.715104550892
2.4,7,26,2,-327.096745121813
2.5,7,26,2,-380.331399208764
2.6,7,26,2,-485.656676435043
2.7,7,26,2,-485.656676435043
2.8,7,26,2,-556.447079653518
2.9,7,26,2,-640.545243667917
3,7,26,2,-631.784864482878
3.1,7,26,2,-633.912822844272
3.2,7,26,2,-898.948075452219
3.3,7,26,2,-898.207356920813
3.4,7,26,2,-1159.80401153909
3.5,7,26,2,Inf
3.6,7,26,2,Inf
3.7,7,26,2,Inf
3.8,7,26,2,Inf
3.9,7,26,2,Inf
4,7,26,2,Inf
2,8,26,2,-230.097617653905
2.1,8,26,2,-230.097617653905
2.2,8,26,2,-296.772730149253
2.3,8,26,2,-325.116194742112
2.4,8,26,2,-332.619441968715
2.5,8,26,2,-377.102680702231
2.6,8,26,2,-482.453143952359
2.7,8,26,2,-482.453143952359
2.8,8,26,2,-552.582341007289
2.9,8,26,2,-635.335149657632
3,8,26,2,-626.637085751642
3.1,8,26,2,-628.636630548569
3.2,8,26,2,-893.71694968381
3.3,8,26,2,-892.930758902384
3.4,8,26,2,-1155.71361986659
3.5,8,26,2,Inf
3.6,8,26,2,Inf
3.7,8,26,2,Inf
3.8,8,26,2,Inf
3.9,8,26,2,Inf
4,8,26,2,Inf
2,9,26,2,-225.868485066768
2.1,9,26,2,-225.868485066768
2.2,9,26,2,-291.427365673861
2.3,9,26,2,-318.360038578177
2.4,9,26,2,-330.008992906473
2.5,9,26,2,-363.413680883155
2.6,9,26,2,-480.017846274196
2.7,9,26,2,-476.516485955629
2.8,9,26,2,-549.143992846514
2.9,9,26,2,-630.977461664285
3,9,26,2,-622.287692993101
3.1,9,26,2,-624.202078755118
3.2,9,26,2,-888.914726478377
3.3,9,26,2,-888.055611218077
3.4,9,26,2,-1151.62589480763
3.5,9,26,2,Inf
3.6,9,26,2,Inf
3.7,9,26,2,Inf
3.8,9,26,2,Inf
3.9,9,26,2,Inf
4,9,26,2,Inf
2,10,26,2,-223.832658485223
2.1,10,26,2,-223.832658485223
2.2,10,26,2,-289.305153809313
2.3,10,26,2,-328.996223703728
2.4,10,26,2,-328.996223703728
2.5,10,26,2,-364.684616213513
2.6,10,26,2,-477.458042295839
2.7,10,26,2,-470.163996211448
2.8,10,26,2,-545.978556505228
2.9,10,26,2,-627.023254672365
3,10,26,2,-618.127278392139
3.1,10,26,2,-619.955196489358
3.2,10,26,2,-884.408396183503
3.3,10,26,2,-883.721360233044
3.4,10,26,2,-1147.54084349191
3.5,10,26,2,Inf
3.6,10,26,2,Inf
3.7,10,26,2,Inf
3.8,10,26,2,Inf
3.9,10,26,2,Inf
4,10,26,2,Inf
2,11,26,2,-221.826502501278
2.1,11,26,2,-221.826502501278
2.2,11,26,2,-291.426430758232
2.3,11,26,2,-315.543541985659
2.4,11,26,2,-326.485477659324
2.5,11,26,2,-362.074749347
2.6,11,26,2,-474.915202415409
2.7,11,26,2,-468.024006050729
2.8,11,26,2,-542.925281206488
2.9,11,26,2,-627.462069527727
3,11,26,2,-614.356453406039
3.1,11,26,2,-619.788010007077
3.2,11,26,2,-876.223867076271
3.3,11,26,2,-879.533992750108
3.4,11,26,2,-1143.45847308736
3.5,11,26,2,Inf
3.6,11,26,2,Inf
3.7,11,26,2,Inf
3.8,11,26,2,Inf
3.9,11,26,2,Inf
4,11,26,2,Inf
2,12,26,2,-220.254332092863
2.1,12,26,2,-220.254332092863
2.2,12,26,2,-289.649701576744
2.3,12,26,2,-325.187503595258
2.4,12,26,2,-325.187503595258
2.5,12,26,2,-369.410473034252
2.6,12,26,2,-472.480682570729
2.7,12,26,2,-465.830593402842
2.8,12,26,2,-539.96164249093
2.9,12,26,2,-624.122239105758
3,12,26,2,-619.002975810797
3.1,12,26,2,-619.821261673506
3.2,12,26,2,-872.164403444958
3.3,12,26,2,-875.45814556455
3.4,12,26,2,-1139.37879080043
3.5,12,26,2,Inf
3.6,12,26,2,Inf
3.7,12,26,2,Inf
3.8,12,26,2,Inf
3.9,12,26,2,Inf
4,12,26,2,Inf
2,13,26,2,-219.209883807336
2.1,13,26,2,-219.209883807336
2.2,13,26,2,-284.4103681372
2.3,13,26,2,-322.756195654987
2.4,13,26,2,-322.756195654987
2.5,13,26,2,-366.755560252923
2.6,13,26,2,-470.366497284325
2.7,13,26,2,-463.663341945426
2.8,13,26,2,-528.698257936396
2.9,13,26,2,-620.871871380439
3,13,26,2,-616.074854761094
3.1,13,26,2,-616.831801230073
3.2,13,26,2,-868.323967412072
3.3,13,26,2,-871.839378286204
3.4,13,26,2,-1135.30180387643
3.5,13,26,2,Inf
3.6,13,26,2,Inf
3.7,13,26,2,Inf
3.8,13,26,2,Inf
3.9,13,26,2,Inf
4,13,26,2,Inf
2,14,26,2,-220.524161491135
2.1,14,26,2,-220.524161491135
2.2,14,26,2,-277.691583131884
2.3,14,26,2,-320.404959293622
2.4,14,26,2,-320.634544597839
2.5,14,26,2,-364.188327563776
2.6,14,26,2,-464.46981933212
2.7,14,26,2,-461.582177899246
2.8,14,26,2,-526.54048027508
2.9,14,26,2,-617.695122943371
3,14,26,2,-613.176896291098
3.1,14,26,2,-613.871254182705
3.2,14,26,2,-864.544470668487
3.3,14,26,2,-868.272231386273
3.4,14,26,2,-1131.22751959984
3.5,14,26,2,Inf
3.6,14,26,2,Inf
3.7,14,26,2,Inf
3.8,14,26,2,Inf
3.9,14,26,2,Inf
4,14,26,2,Inf
2,3,27,2,-205.411319389416
2.1,3,27,2,-270.356282264822
2.2,3,27,2,-305.736506533773
2.3,3,27,2,-305.736506533773
2.4,3,27,2,-388.929080855792
2.5,3,27,2,-438.918045530014
2.6,3,27,2,-438.918045530014
2.7,3,27,2,-492.932370364442
2.8,3,27,2,-493.041634081239
2.9,3,27,2,-563.91948334743
3,3,27,2,-634.881703746517
3.1,3,27,2,-643.527507046754
3.2,3,27,2,-747.974128864614
3.3,3,27,2,-906.352525471416
3.4,3,27,2,-1176.19210309144
3.5,3,27,2,Inf
3.6,3,27,2,Inf
3.7,3,27,2,Inf
3.8,3,27,2,Inf
3.9,3,27,2,Inf
4,3,27,2,Inf
2,4,27,2,-203.434118492496
2.1,4,27,2,-268.653618709972
2.2,4,27,2,-303.938456510168
2.3,4,27,2,-303.938456510168
2.4,4,27,2,-378.416292272454
2.5,4,27,2,-433.183131132495
2.6,4,27,2,-433.183131132495
2.7,4,27,2,-491.782486769454
2.8,4,27,2,-492.620715903336
2.9,4,27,2,-559.159611528919
3,4,27,2,-639.836754318429
3.1,4,27,2,-641.740315266297
3.2,4,27,2,-746.478694670185
3.3,4,27,2,-914.267928651768
3.4,4,27,2,-1172.09111550785
3.5,4,27,2,Inf
3.6,4,27,2,Inf
3.7,4,27,2,Inf
3.8,4,27,2,Inf
3.9,4,27,2,Inf
4,4,27,2,Inf
2,5,27,2,-200.56776178943
2.1,5,27,2,-263.574929142303
2.2,5,27,2,-302.143046846256
2.3,5,27,2,-302.143046846256
2.4,5,27,2,-384.889073864402
2.5,5,27,2,-427.16007974088
2.6,5,27,2,-427.221791522295
2.7,5,27,2,-488.316472523163
2.8,5,27,2,-488.937259625401
2.9,5,27,2,-554.865005585057
3,5,27,2,-637.480866410139
3.1,5,27,2,-634.698266142636
3.2,5,27,2,-740.219178109603
3.3,5,27,2,-907.442722820973
3.4,5,27,2,-1167.99276639521
3.5,5,27,2,Inf
3.6,5,27,2,Inf
3.7,5,27,2,Inf
3.8,5,27,2,Inf
3.9,5,27,2,Inf
4,5,27,2,Inf
2,6,27,2,-201.37987978312
2.1,6,27,2,-256.942800794809
2.2,6,27,2,-300.350284537069
2.3,6,27,2,-300.350284537069
2.4,6,27,2,-377.509224322238
2.5,6,27,2,-427.610511480066
2.6,6,27,2,-435.527922522789
2.7,6,27,2,-489.154788955694
2.8,6,27,2,-490.36162147965
2.9,6,27,2,-560.796247907983
3,6,27,2,-632.736680987266
3.1,6,27,2,-641.839427716351
3.2,6,27,2,-743.520672243999
3.3,6,27,2,-901.870294924971
3.4,6,27,2,-1163.89706273335
3.5,6,27,2,Inf
3.6,6,27,2,Inf
3.7,6,27,2,Inf
3.8,6,27,2,Inf
3.9,6,27,2,Inf
4,6,27,2,Inf
2,7,27,2,-199.380628429533
2.1,7,27,2,-259.746529438244
2.2,7,27,2,-298.560176614831
2.3,7,27,2,-298.560176614831
2.4,7,27,2,-372.641492675034
2.5,7,27,2,-431.497341108008
2.6,7,27,2,-431.497341108008
2.7,7,27,2,-485.656676435043
2.8,7,27,2,-486.540001824497
2.9,7,27,2,-556.447079653518
3,7,27,2,-633.460545222319
3.1,7,27,2,-631.550447978731
3.2,7,27,2,-741.555785707397
3.3,7,27,2,-897.568372481442
3.4,7,27,2,-1159.80401153909
3.5,7,27,2,Inf
3.6,7,27,2,Inf
3.7,7,27,2,Inf
3.8,7,27,2,Inf
3.9,7,27,2,Inf
4,7,27,2,Inf
2,8,27,2,-197.419521336598
2.1,8,27,2,-261.86944238728
2.2,8,27,2,-296.772730149253
2.3,8,27,2,-296.772730149253
2.4,8,27,2,-368.70165907068
2.5,8,27,2,-427.919358521084
2.6,8,27,2,-427.919358521084
2.7,8,27,2,-482.453143952359
2.8,8,27,2,-483.122180016195
2.9,8,27,2,-552.582341007289
3,8,27,2,-628.750692297511
3.1,8,27,2,-630.473827165076
3.2,8,27,2,-729.294017134195
3.3,8,27,2,-892.261594982751
3.4,8,27,2,-1155.71361986659
3.5,8,27,2,Inf
3.6,8,27,2,Inf
3.7,8,27,2,Inf
3.8,8,27,2,Inf
3.9,8,27,2,Inf
4,8,27,2,Inf
2,9,27,2,-197.554328503436
2.1,9,27,2,-257.295495951738
2.2,9,27,2,-291.615634212579
2.3,9,27,2,-291.615634212579
2.4,9,27,2,-374.242312654213
2.5,9,27,2,-413.125816295251
2.6,9,27,2,-413.074015167962
2.7,9,27,2,-476.75388467971
2.8,9,27,2,-476.693617001329
2.9,9,27,2,-549.143992846514
3,9,27,2,-624.703605842926
3.1,9,27,2,-626.209832974465
3.2,9,27,2,-725.33205397138
3.3,9,27,2,-887.371372485396
3.4,9,27,2,-1151.62589480763
3.5,9,27,2,Inf
3.6,9,27,2,Inf
3.7,9,27,2,Inf
3.8,9,27,2,Inf
3.9,9,27,2,Inf
4,9,27,2,Inf
2,10,27,2,-195.533614660706
2.1,10,27,2,-251.294131584255
2.2,10,27,2,-289.480782581499
2.3,10,27,2,-289.480782581499
2.4,10,27,2,-373.463455062303
2.5,10,27,2,-421.890220119612
2.6,10,27,2,-409.812733705667
2.7,10,27,2,-474.25634320335
2.8,10,27,2,-474.198057577763
2.9,10,27,2,-545.978556505228
3,10,27,2,-621.805273270213
3.1,10,27,2,-621.927753565916
3.2,10,27,2,-730.606559628955
3.3,10,27,2,-882.973567829652
3.4,10,27,2,-1147.54084349191
3.5,10,27,2,Inf
3.6,10,27,2,Inf
3.7,10,27,2,Inf
3.8,10,27,2,Inf
3.9,10,27,2,Inf
4,10,27,2,Inf
2,11,27,2,-193.54593615218
2.1,11,27,2,-253.146052967605
2.2,11,27,2,-291.426430758232
2.3,11,27,2,-291.426430758232
2.4,11,27,2,-370.715104750658
2.5,11,27,2,-411.130195181609
2.6,11,27,2,-419.130179189821
2.7,11,27,2,-468.169062734864
2.8,11,27,2,-471.71142232861
2.9,11,27,2,-534.333696921415
3,11,27,2,-618.295790453918
3.1,11,27,2,-609.803506393587
3.2,11,27,2,-727.277909030096
3.3,11,27,2,-878.740717775812
3.4,11,27,2,-1143.45847308736
3.5,11,27,2,Inf
3.6,11,27,2,Inf
3.7,11,27,2,Inf
3.8,11,27,2,Inf
3.9,11,27,2,Inf
4,11,27,2,Inf
2,12,27,2,-191.975703502778
2.1,12,27,2,-255.127970679508
2.2,12,27,2,-289.649701576744
2.3,12,27,2,-289.649701576744
2.4,12,27,2,-368.077683256741
2.5,12,27,2,-408.430788395246
2.6,12,27,2,-416.463727200397
2.7,12,27,2,-465.974192569172
2.8,12,27,2,-469.233442291914
2.9,12,27,2,-535.379029992441
3,12,27,2,-619.002975810797
3.1,12,27,2,-619.3288307236
3.2,12,27,2,-728.19144039149
3.3,12,27,2,-874.63371475911
3.4,12,27,2,-1139.37879080043
3.5,12,27,2,Inf
3.6,12,27,2,Inf
3.7,12,27,2,Inf
3.8,12,27,2,Inf
3.9,12,27,2,Inf
4,12,27,2,Inf
2,13,27,2,-191.088627091296
2.1,13,27,2,-249.95082238282
2.2,13,27,2,-284.4103681372
2.3,13,27,2,-284.467556782641
2.4,13,27,2,-365.532384939565
2.5,13,27,2,-405.770688460411
2.6,13,27,2,-414.024531628232
2.7,13,27,2,-463.805469219347
2.8,13,27,2,-463.213493622347
2.9,13,27,2,-532.759470263617
3,13,27,2,-616.074854761094
3.1,13,27,2,-616.375150531528
3.2,13,27,2,-725.252842273803
3.3,13,27,2,-870.935784625947
3.4,13,27,2,-1135.30180387643
3.5,13,27,2,Inf
3.6,13,27,2,Inf
3.7,13,27,2,Inf
3.8,13,27,2,Inf
