"threshold_sd","threshold_days","moving_average_days","majorLossThresh","aic"
2.9,6,26,2,-659.799680762173
3,6,26,2,-652.215255067798
3.1,6,26,2,-653.652036331598
3.2,6,26,2,-914.592826995035
3.3,6,26,2,-918.026906622571
3.4,6,26,2,-1171.77213514351
3.5,6,26,2,Inf
3.6,6,26,2,Inf
3.7,6,26,2,Inf
3.8,6,26,2,Inf
3.9,6,26,2,Inf
4,6,26,2,Inf
2,7,26,2,-239.895851656163
2.1,7,26,2,-239.828935013925
2.2,7,26,2,-306.429965006071
2.3,7,26,2,-348.38957552899
2.4,7,26,2,-346.77121609991
2.5,7,26,2,-392.136081795622
2.6,7,26,2,-497.461359021902
2.7,7,26,2,-497.461359021902
2.8,7,26,2,-568.251762240377
2.9,7,26,2,-656.284820450396
3,7,26,2,-655.394229656596
3.1,7,26,2,-657.52218801799
3.2,7,26,2,-914.687652234697
3.3,7,26,2,-917.881827898911
3.4,7,26,2,-1167.67379993033
3.5,7,26,2,Inf
3.6,7,26,2,Inf
3.7,7,26,2,Inf
3.8,7,26,2,Inf
3.9,7,26,2,Inf
4,7,26,2,Inf
2,8,26,2,-237.962108028801
2.1,8,26,2,-237.962108028801
2.2,8,26,2,-304.637220524149
2.3,8,26,2,-344.777420679352
2.4,8,26,2,-344.416177531059
2.5,8,26,2,-388.899416264575
2.6,8,26,2,-494.249879514703
2.7,8,26,2,-494.249879514703
2.8,8,26,2,-564.379076569633
2.9,8,26,2,-651.064130407424
3,8,26,2,-650.23055687633
3.1,8,26,2,-652.230101673257
3.2,8,26,2,-909.445930433602
3.3,8,26,2,-912.591984839624
3.4,8,26,2,-1163.57811024149
3.5,8,26,2,Inf
3.6,8,26,2,Inf
3.7,8,26,2,Inf
3.8,8,26,2,Inf
3.9,8,26,2,Inf
4,8,26,2,Inf
2,9,26,2,-237.657252496938
2.1,9,26,2,-237.657252496938
2.2,9,26,2,-303.21613310403
2.3,9,26,2,-341.937573438516
2.4,9,26,2,-341.797760336642
2.5,9,26,2,-386.991215743495
2.6,9,26,2,-491.806613704366
2.7,9,26,2,-492.234842529188
2.8,9,26,2,-560.932760276684
2.9,9,26,2,-646.695818237845
3,9,26,2,-645.865227853441
3.1,9,26,2,-647.779613615458
3.2,9,26,2,-904.633083051937
3.3,9,26,2,-907.703556935026
3.4,9,26,2,-1159.48507309441
3.5,9,26,2,Inf
3.6,9,26,2,Inf
3.7,9,26,2,Inf
3.8,9,26,2,Inf
3.9,9,26,2,Inf
4,9,26,2,Inf
2,10,26,2,-235.613436563134
2.1,10,26,2,-235.613436563134
2.2,10,26,2,-301.085931887224
2.3,10,26,2,-340.777001781639
2.4,10,26,2,-340.777001781639
2.5,10,26,2,-384.319246343365
2.6,10,26,2,-489.238820373751
2.7,10,26,2,-489.7986263413
2.8,10,26,2,-557.75933458314
2.9,10,26,2,-642.730958776247
3,10,26,2,-641.688834547961
3.1,10,26,2,-643.51675264518
3.2,10,26,2,-900.116100287385
3.3,10,26,2,-903.355990362896
3.4,10,26,2,-1155.39469554385
3.5,10,26,2,Inf
3.6,10,26,2,Inf
3.7,10,26,2,Inf
3.8,10,26,2,Inf
3.9,10,26,2,Inf
4,10,26,2,Inf
2,11,26,2,-233.599269893522
2.1,11,26,2,-233.599269893522
2.2,11,26,2,-299.274942353061
2.3,11,26,2,-339.089076770147
2.4,11,26,2,-338.258245051568
2.5,11,26,2,-381.696028334073
2.6,11,26,2,-486.687969807653
2.7,11,26,2,-487.645285037802
2.8,11,26,2,-554.698048598731
2.9,11,26,2,-639.234836919971
3,11,26,2,-637.901988190526
3.1,11,26,2,-639.409288994149
3.2,11,26,2,-895.845146063344
3.3,11,26,2,-899.15527173718
3.4,11,26,2,-1151.30698468219
3.5,11,26,2,Inf
3.6,11,26,2,Inf
3.7,11,26,2,Inf
3.8,11,26,2,Inf
3.9,11,26,2,Inf
4,11,26,2,Inf
2,12,26,2,-232.019067351794
2.1,12,26,2,-232.019067351794
2.2,12,26,2,-297.492858416032
2.3,12,26,2,-336.95223885419
2.4,12,26,2,-336.95223885419
2.5,12,26,2,-381.175208293184
2.6,12,26,2,-484.24541782966
2.7,12,26,2,-485.438485501061
2.8,12,26,2,-551.726377749861
2.9,12,26,2,-635.88697436469
3,12,26,2,-634.689289489373
3.1,12,26,2,-635.507575352081
3.2,12,26,2,-891.772295543177
3.3,12,26,2,-895.066037662769
3.4,12,26,2,-1147.22194763972
3.5,12,26,2,Inf
3.6,12,26,2,Inf
3.7,12,26,2,Inf
3.8,12,26,2,Inf
3.9,12,26,2,Inf
4,12,26,2,Inf
2,13,26,2,-230.966565370155
2.1,13,26,2,-230.966565370155
2.2,13,26,2,-296.16704970002
2.3,13,26,2,-334.512877217806
2.4,13,26,2,-334.512877217806
2.5,13,26,2,-378.512241815742
2.6,13,26,2,-482.123178847144
2.7,13,26,2,-483.257811216792
2.8,13,26,2,-548.292727207762
2.9,13,26,2,-632.628552943258
3,13,26,2,-631.750430178186
3.1,13,26,2,-632.507376647166
3.2,13,26,2,-887.918436683438
3.3,13,26,2,-891.43384755757
3.4,13,26,2,-1143.13959158498
3.5,13,26,2,Inf
3.6,13,26,2,Inf
3.7,13,26,2,Inf
3.8,13,26,2,Inf
3.9,13,26,2,Inf
4,13,26,2,Inf
2,14,26,2,-228.35656561635
2.1,14,26,2,-228.35656561635
2.2,14,26,2,-293.356391382313
2.3,14,26,2,-332.153565481444
2.4,14,26,2,-332.383150785662
2.5,14,26,2,-375.936933751598
2.6,14,26,2,-480.13462758255
2.7,14,26,2,-481.163188212283
2.8,14,26,2,-546.121490588117
2.9,14,26,2,-629.443729131193
3,14,26,2,-628.841704541528
3.1,14,26,2,-629.536062433134
3.2,14,26,2,-884.125480981524
3.3,14,26,2,-887.85324169931
3.4,14,26,2,-1139.05992372505
3.5,14,26,2,Inf
3.6,14,26,2,Inf
3.7,14,26,2,Inf
3.8,14,26,2,Inf
3.9,14,26,2,Inf
4,14,26,2,Inf
2,3,27,2,-217.247581215236
2.1,3,27,2,-278.247123482036
2.2,3,27,2,-313.627347750986
2.3,3,27,2,-313.627347750986
2.4,3,27,2,-396.819922073005
2.5,3,27,2,-446.808886747227
2.6,3,27,2,-446.808886747227
2.7,3,27,2,-504.768632190262
2.8,3,27,2,-504.877895907058
2.9,3,27,2,-575.75574517325
3,3,27,2,-658.554227398156
3.1,3,27,2,-659.30918948118
3.2,3,27,2,-767.701231907647
3.3,3,27,2,-922.134207905843
3.4,3,27,2,-1184.08294430865
3.5,3,27,2,Inf
3.6,3,27,2,Inf
3.7,3,27,2,Inf
3.8,3,27,2,Inf
3.9,3,27,2,Inf
4,3,27,2,Inf
2,4,27,2,-215.262516617876
2.1,4,27,2,-276.539217460225
2.2,4,27,2,-311.824055260421
2.3,4,27,2,-311.824055260421
2.4,4,27,2,-394.18748977296
2.5,4,27,2,-445.011529257876
2.6,4,27,2,-445.011529257876
2.7,4,27,2,-503.610884894834
2.8,4,27,2,-504.449114028716
2.9,4,27,2,-574.930809029426
3,4,27,2,-663.493550569189
3.1,4,27,2,-665.397111517058
3.2,4,27,2,-770.135490920945
3.3,4,27,2,-930.039126152275
3.4,4,27,2,-1179.9767142581
3.5,4,27,2,Inf
3.6,4,27,2,Inf
3.7,4,27,2,Inf
3.8,4,27,2,Inf
3.9,4,27,2,Inf
4,4,27,2,Inf
2,5,27,2,-216.328446800312
2.1,5,27,2,-275.395442900465
2.2,5,27,2,-310.023389351697
2.3,5,27,2,-310.023389351697
2.4,5,27,2,-392.769416369843
2.5,5,27,2,-442.920764751762
2.6,5,27,2,-442.982476533177
2.7,5,27,2,-500.136986281324
2.8,5,27,2,-500.757773383562
2.9,5,27,2,-570.625690595939
3,5,27,2,-657.181722673741
3.1,5,27,2,-658.339293658958
3.2,5,27,2,-763.860205625925
3.3,5,27,2,-923.203407831855
3.4,5,27,2,-1175.87310890065
3.5,5,27,2,Inf
3.6,5,27,2,Inf
3.7,5,27,2,Inf
3.8,5,27,2,Inf
3.9,5,27,2,Inf
4,5,27,2,Inf
2,6,27,2,-213.192488398367
2.1,6,27,2,-276.630481820222
2.2,6,27,2,-308.225356947234
2.3,6,27,2,-308.225356947234
2.4,6,27,2,-397.19690534765
2.5,6,27,2,-447.298192505478
2.6,6,27,2,-447.340531138036
2.7,6,27,2,-500.967397570941
2.8,6,27,2,-502.174230094898
2.9,6,27,2,-572.60885652323
3,6,27,2,-652.424362012678
3.1,6,27,2,-653.652036331598
3.2,6,27,2,-759.270817064329
3.3,6,27,2,-917.620439745301
3.4,6,27,2,-1171.77213514351
3.5,6,27,2,Inf
3.6,6,27,2,Inf
3.7,6,27,2,Inf
3.8,6,27,2,Inf
3.9,6,27,2,Inf
4,6,27,2,Inf
2,7,27,2,-211.185311016392
2.1,7,27,2,-271.551212025102
2.2,7,27,2,-306.429965006071
2.3,7,27,2,-306.429965006071
2.4,7,27,2,-392.315963653132
2.5,7,27,2,-443.302023694867
2.6,7,27,2,-443.302023694867
2.7,7,27,2,-497.461359021902
2.8,7,27,2,-498.344684411356
2.9,7,27,2,-568.251762240377
3,7,27,2,-653.135016200417
3.1,7,27,2,-655.159813152449
3.2,7,27,2,-757.295362489876
3.3,7,27,2,-917.24284345954
3.4,7,27,2,-1167.67379993033
3.5,7,27,2,Inf
3.6,7,27,2,Inf
3.7,7,27,2,Inf
3.8,7,27,2,Inf
3.9,7,27,2,Inf
4,7,27,2,Inf
2,8,27,2,-209.216256898942
2.1,8,27,2,-269.733932762176
2.2,8,27,2,-304.637220524149
2.3,8,27,2,-304.637220524149
2.4,8,27,2,-388.36288500792
2.5,8,27,2,-439.716094083428
2.6,8,27,2,-439.716094083428
2.7,8,27,2,-494.249879514703
2.8,8,27,2,-494.918915578539
2.9,8,27,2,-564.379076569633
3,8,27,2,-648.411918234752
3.1,8,27,2,-650.135053102316
3.2,8,27,2,-752.887488258883
3.3,8,27,2,-911.922820919991
3.4,8,27,2,-1163.57811024149
3.5,8,27,2,Inf
3.6,8,27,2,Inf
3.7,8,27,2,Inf
3.8,8,27,2,Inf
3.9,8,27,2,Inf
4,8,27,2,Inf
2,9,27,2,-209.343095933606
2.1,9,27,2,-269.084263381908
2.2,9,27,2,-303.404401642749
2.3,9,27,2,-303.404401642749
2.4,9,27,2,-386.031080084383
2.5,9,27,2,-436.703351155591
2.6,9,27,2,-436.651550028301
2.7,9,27,2,-492.472241253269
2.8,9,27,2,-492.411973574889
2.9,9,27,2,-560.932760276684
3,9,27,2,-644.351551559876
3.1,9,27,2,-645.857778691414
3.2,9,27,2,-748.90958883172
3.3,9,27,2,-907.019318202346
3.4,9,27,2,-1159.48507309441
3.5,9,27,2,Inf
3.6,9,27,2,Inf
3.7,9,27,2,Inf
3.8,9,27,2,Inf
3.9,9,27,2,Inf
4,9,27,2,Inf
2,10,27,2,-207.314392738617
2.1,10,27,2,-267.001835688137
2.2,10,27,2,-301.26156065941
2.3,10,27,2,-301.26156065941
2.4,10,27,2,-385.244233140214
2.5,10,27,2,-433.670998197523
2.6,10,27,2,-433.37428986149
2.7,10,27,2,-489.964047307231
2.8,10,27,2,-489.905761681645
2.9,10,27,2,-557.75933458314
3,10,27,2,-641.439903400065
3.1,10,27,2,-641.562383695768
3.2,10,27,2,-746.314263732837
3.3,10,27,2,-902.608197959504
3.4,10,27,2,-1155.39469554385
3.5,10,27,2,Inf
3.6,10,27,2,Inf
3.7,10,27,2,Inf
3.8,10,27,2,Inf
3.9,10,27,2,Inf
4,10,27,2,Inf
2,11,27,2,-205.318703544424
2.1,11,27,2,-264.918820359848
2.2,11,27,2,-299.274942353061
2.3,11,27,2,-299.274942353061
2.4,11,27,2,-382.487872142901
2.5,11,27,2,-430.751474168682
2.6,11,27,2,-430.902946582064
2.7,11,27,2,-487.790341721937
2.8,11,27,2,-487.408445518268
2.9,11,27,2,-553.954975908488
3,11,27,2,-637.917069440991
3.1,11,27,2,-637.273296975489
3.2,11,27,2,-742.974932219754
3.3,11,27,2,-898.361996762884
3.4,11,27,2,-1151.30698468219
3.5,11,27,2,Inf
3.6,11,27,2,Inf
3.7,11,27,2,Inf
3.8,11,27,2,Inf
3.9,11,27,2,Inf
4,11,27,2,Inf
2,12,27,2,-203.74043876171
2.1,12,27,2,-262.971127518796
2.2,12,27,2,-297.492858416032
2.3,12,27,2,-297.492858416032
2.4,12,27,2,-379.842418515672
2.5,12,27,2,-428.038680493465
2.6,12,27,2,-428.228462459329
2.7,12,27,2,-485.582084667391
2.8,12,27,2,-484.919755970489
2.9,12,27,2,-551.065343671016
3,12,27,2,-634.689289489373
3.1,12,27,2,-635.015144402175
3.2,12,27,2,-739.956175650421
3.3,12,27,2,-894.241606857329
3.4,12,27,2,-1147.22194763972
3.5,12,27,2,Inf
3.6,12,27,2,Inf
3.7,12,27,2,Inf
3.8,12,27,2,Inf
3.9,12,27,2,Inf
4,12,27,2,Inf
2,13,27,2,-202.845308654116
2.1,13,27,2,-261.70750394564
2.2,13,27,2,-296.16704970002
2.3,13,27,2,-296.224238345461
2.4,13,27,2,-377.289066502384
2.5,13,27,2,-425.365157731777
2.6,13,27,2,-425.781213191052
2.7,13,27,2,-483.399938490713
2.8,13,27,2,-482.807962893713
2.9,13,27,2,-548.43504568071
3,13,27,2,-631.750430178186
3.1,13,27,2,-632.050725948621
3.2,13,27,2,-737.009523836623
3.3,13,27,2,-890.530253897312
3.4,13,27,2,-1143.13959158498
3.5,13,27,2,Inf
3.6,13,27,2,Inf
3.7,13,27,2,Inf
3.8,13,27,2,Inf
3.9,13,27,2,Inf
4,13,27,2,Inf
2,14,27,2,-199.69558924396
2.1,14,27,2,-259.605796940646
2.2,14,27,2,-293.93674677456
2.3,14,27,2,-293.93674677456
2.4,14,27,2,-374.890231201748
2.5,14,27,2,-423.417986134548
2.6,14,27,2,-423.451354373712
2.7,14,27,2,-481.307507011671
2.8,14,27,2,-480.88321097222
2.9,14,27,2,-546.228539130997
3,14,27,2,-628.841704541528
3.1,14,27,2,-629.119472159916
3.2,14,27,2,-734.066355669655
3.3,14,27,2,-886.876741382042
3.4,14,27,2,-1139.05992372505
3.5,14,27,2,Inf
3.6,14,27,2,Inf
3.7,14,27,2,Inf
3.8,14,27,2,Inf
3.9,14,27,2,Inf
4,14,27,2,Inf
2,3,28,2,-217.500886771091
2.1,3,28,2,-278.247123482036
2.2,3,28,2,-278.247123482036
2.3,3,28,2,-313.627347750986
2.4,3,28,2,-352.84956076068
2.5,3,28,2,-446.808886747227
2.6,3,28,2,-446.808886747227
2.7,3,28,2,-504.915129754878
2.8,3,28,2,-573.309361452087
2.9,3,28,2,-659.319017022053
3,3,28,2,-659.463256500618
3.1,3,28,2,-659.776591617555
3.2,3,28,2,-660.282574389126
3.3,3,28,2,-767.783526373381
3.4,3,28,2,-1184.08294430865
3.5,3,28,2,-1184.08294430865
3.6,3,28,2,Inf
3.7,3,28,2,Inf
3.8,3,28,2,Inf
3.9,3,28,2,Inf
4,3,28,2,Inf
2,4,28,2,-215.492812668042
2.1,4,28,2,-276.539217460225
2.2,4,28,2,-276.539217460225
2.3,4,28,2,-311.824055260421
2.4,4,28,2,-350.940839101417
2.5,4,28,2,-445.135597624871
2.6,4,28,2,-445.135597624871
2.7,4,28,2,-503.760638052855
2.8,4,28,2,-573.534520710477
2.9,4,28,2,-662.022078313416
3,4,28,2,-666.659277239214
3.1,4,28,2,-666.652682978744
3.2,4,28,2,-669.768089744236
3.3,4,28,2,-771.390128668609
3.4,4,28,2,-1179.9767142581
3.5,4,28,2,-1179.9767142581
3.6,4,28,2,Inf
3.7,4,28,2,Inf
3.8,4,28,2,Inf
3.9,4,28,2,Inf
4,4,28,2,Inf
2,5,28,2,-217.062713119755
2.1,5,28,2,-275.684340334852
2.2,5,28,2,-275.61289570081
2.3,5,28,2,-310.180335236242
2.4,5,28,2,-348.988602507259
2.5,5,28,2,-443.065585536777
2.6,5,28,2,-443.128903301924
2.7,5,28,2,-500.051065507794
2.8,5,28,2,-569.526839248065
2.9,5,28,2,-656.848737733671
3,5,28,2,-659.618829459636
3.1,5,28,2,-659.571150035865
3.2,5,28,2,-661.836855203071
3.3,5,28,2,-764.863555782856
3.4,5,28,2,-1175.87310890065
3.5,5,28,2,-1175.87310890065
3.6,5,28,2,Inf
3.7,5,28,2,Inf
3.8,5,28,2,Inf
3.9,5,28,2,Inf
4,5,28,2,Inf
2,6,28,2,-213.471190139009
2.1,6,28,2,-278.506224342484
2.2,6,28,2,-273.911102430001
2.3,6,28,2,-308.225356947234
2.4,6,28,2,-347.626251860575
2.5,6,28,2,-447.618945592612
2.6,6,28,2,-447.531818578602
2.7,6,28,2,-501.121673102861
2.8,6,28,2,-571.319019446894
2.9,6,28,2,-661.861195654523
3,6,28,2,-654.089660540007
3.1,6,28,2,-654.421436197493
3.2,6,28,2,-655.24686435774
3.3,6,28,2,-759.236983021019
3.4,6,28,2,-1171.77213514351
3.5,6,28,2,-1171.77213514351
3.6,6,28,2,Inf
3.7,6,28,2,Inf
3.8,6,28,2,Inf
3.9,6,28,2,Inf
4,6,28,2,Inf
2,7,28,2,-211.430170375268
2.1,7,28,2,-271.733008609815
2.2,7,28,2,-271.433823277667
2.3,7,28,2,-306.429965006071
2.4,7,28,2,-344.79763746152
2.5,7,28,2,-443.482486613936
2.6,7,28,2,-443.482486613936
2.7,7,28,2,-497.575819731924
2.8,7,28,2,-567.302907478579
2.9,7,28,2,-656.460126436883
3,7,28,2,-655.592180243322
3.1,7,28,2,-654.417761674914
3.2,7,28,2,-659.492910641115
3.3,7,28,2,-757.448551380974
3.4,7,28,2,-1167.67379993033
3.5,7,28,2,-1167.67379993033
3.6,7,28,2,Inf
3.7,7,28,2,Inf
3.8,7,28,2,Inf
3.9,7,28,2,Inf
4,7,28,2,Inf
2,8,28,2,-209.442077174875
2.1,8,28,2,-269.733932762176
2.2,8,28,2,-269.733932762176
2.3,8,28,2,-304.637220524149
2.4,8,28,2,-343.332283954035
2.5,8,28,2,-439.855145271147
2.6,8,28,2,-439.855145271147
2.7,8,28,2,-494.337417671056
2.8,8,28,2,-563.654584497258
2.9,8,28,2,-651.748520528287
3,8,28,2,-650.417776027259
3.1,8,28,2,-649.468304086494
3.2,8,28,2,-653.597313704138
3.3,8,28,2,-752.946828339241
3.4,8,28,2,-1163.57811024149
3.5,8,28,2,-1163.57811024149
3.6,8,28,2,Inf
3.7,8,28,2,Inf
3.8,8,28,2,Inf
3.9,8,28,2,Inf
4,8,28,2,Inf
2,9,28,2,-209.619431678813
2.1,9,28,2,-269.306543483936
2.2,9,28,2,-269.306543483936
2.3,9,28,2,-303.599844066296
2.4,9,28,2,-341.687584443934
2.5,9,28,2,-436.845492381024
2.6,9,28,2,-436.865612371154
2.7,9,28,2,-492.104972153507
2.8,9,28,2,-559.963559108368
2.9,9,28,2,-647.663859938116
3,9,28,2,-646.113450820585
3.1,9,28,2,-645.303085761285
3.2,9,28,2,-648.999563886657
3.3,9,28,2,-748.968543162345
3.4,9,28,2,-1159.48507309441
3.5,9,28,2,-1159.48507309441
3.6,9,28,2,Inf
3.7,9,28,2,Inf
3.8,9,28,2,Inf
3.9,9,28,2,Inf
4,9,28,2,Inf
2,10,28,2,-207.573331173302
2.1,10,28,2,-267.436160904982
2.2,10,28,2,-268.12273739925
2.3,10,28,2,-302.016295391884
2.4,10,28,2,-341.599923653114
2.5,10,28,2,-433.765710597399
2.6,10,28,2,-433.575307936782
2.7,10,28,2,-489.520140717027
2.8,10,28,2,-556.95277217601
2.9,10,28,2,-643.978259915316
3,10,28,2,-641.996234589332
3.1,10,28,2,-641.379631418631
3.2,10,28,2,-644.618854210411
3.3,10,28,2,-746.314263732837
3.4,10,28,2,-1155.39469554385
3.5,10,28,2,-1155.39469554385
3.6,10,28,2,Inf
3.7,10,28,2,Inf
3.8,10,28,2,Inf
3.9,10,28,2,Inf
4,10,28,2,Inf
2,11,28,2,-205.561373901029
2.1,11,28,2,-264.441710071741
2.2,11,28,2,-265.521596306205
2.3,11,28,2,-299.314486899891
2.4,11,28,2,-339.031607450466
2.5,11,28,2,-430.940270851496
2.6,11,28,2,-430.983364573308
2.7,11,28,2,-486.953630196182
2.8,11,28,2,-554.005482252748
2.9,11,28,2,-640.440468365307
3,11,28,2,-637.890487923034
3.1,11,28,2,-637.558416757867
3.2,11,28,2,-640.192151935346
3.3,11,28,2,-742.974932219754
3.4,11,28,2,-1151.30698468219
3.5,11,28,2,-1151.30698468219
3.6,11,28,2,Inf
3.7,11,28,2,Inf
3.8,11,28,2,Inf
3.9,11,28,2,Inf
4,11,28,2,Inf
2,12,28,2,-202.879936540969
2.1,12,28,2,-263.481581270364
2.2,12,28,2,-263.228383980276
2.3,12,28,2,-297.492858416032
2.4,12,28,2,-336.563451840596
2.5,12,28,2,-428.288260650799
2.6,12,28,2,-428.343375320472
2.7,12,28,2,-484.404197541175
2.8,12,28,2,-551.187896924721
2.9,12,28,2,-637.020841174909
3,12,28,2,-633.856369493806
3.1,12,28,2,-633.829596013786
3.2,12,28,2,-636.125422805066
3.3,12,28,2,-738.684673241878
3.4,12,28,2,-1147.22194763972
3.5,12,28,2,-1147.22194763972
3.6,12,28,2,Inf
3.7,12,28,2,Inf
3.8,12,28,2,Inf
3.9,12,28,2,Inf
4,12,28,2,Inf
2,13,28,2,-202.845308654116
2.1,13,28,2,-261.70750394564
2.2,13,28,2,-261.70750394564
2.3,13,28,2,-297.123132325703
2.4,13,28,2,-333.437382840684
2.5,13,28,2,-425.594641237942
2.6,13,28,2,-425.455134058174
2.7,13,28,2,-482.123178847144
2.8,13,28,2,-548.715829463862
2.9,13,28,2,-633.697325226035
3,13,28,2,-630.342171202976
3.1,13,28,2,-631.750430178186
3.2,13,28,2,-632.610592713512
3.3,13,28,2,-736.278546442857
3.4,13,28,2,-1143.13959158498
3.5,13,28,2,-1143.13959158498
3.6,13,28,2,Inf
3.7,13,28,2,Inf
3.8,13,28,2,Inf
3.9,13,28,2,Inf
4,13,28,2,Inf
2,14,28,2,-199.815431551191
2.1,14,28,2,-259.605796940646
2.2,14,28,2,-259.605796940646
2.3,14,28,2,-294.719689285148
2.4,14,28,2,-332.422863200735
2.5,14,28,2,-423.192788624098
2.6,14,28,2,-423.587258922827
2.7,14,28,2,-480.011521078501
2.8,14,28,2,-546.351113800439
2.9,14,28,2,-630.453178553271
3,14,28,2,-627.187302523885
3.1,14,28,2,-628.841704541528
3.2,14,28,2,-629.536062433134
3.3,14,28,2,-733.538252109023
3.4,14,28,2,-1139.05992372505
3.5,14,28,2,-1139.05992372505
3.6,14,28,2,Inf
3.7,14,28,2,Inf
3.8,14,28,2,Inf
3.9,14,28,2,Inf
4,14,28,2,Inf
2,3,29,2,-191.249744395692
2.1,3,29,2,-217.76749689608
2.2,3,29,2,-313.627347750986
2.3,3,29,2,-353.567276971826
2.4,3,29,2,-396.819922073005
2.5,3,29,2,-446.808886747227
2.6,3,29,2,-446.808886747227
2.7,3,29,2,-446.808886747227
2.8,3,29,2,-505.068273774832
2.9,3,29,2,-573.365979327547
3,3,29,2,-659.911031862951
3.1,3,29,2,-659.876344559677
3.2,3,29,2,-660.345870847166
3.3,3,29,2,-767.870471512481
3.4,3,29,2,-922.222869217534
3.5,3,29,2,-1184.08294430865
3.6,3,29,2,-1184.08294430865
3.7,3,29,2,Inf
3.8,3,29,2,Inf
3.9,3,29,2,Inf
4,3,29,2,Inf
2,4,29,2,-189.359289513916
2.1,4,29,2,-215.735456146703
2.2,4,29,2,-311.944623313745
2.3,4,29,2,-350.988691546016
2.4,4,29,2,-394.793356280274
2.5,4,29,2,-445.708704199496
2.6,4,29,2,-445.708704199496
2.7,4,29,2,-445.708704199496
2.8,4,29,2,-504.449114028716
2.9,4,29,2,-575.446418043817
3,4,29,2,-663.774262745462
3.1,4,29,2,-666.689802069845
3.2,4,29,2,-668.979743429141
3.3,4,29,2,-771.441680900664
3.4,4,29,2,-917.414689496508
3.5,4,29,2,-1179.9767142581
3.6,4,29,2,-1179.9767142581
3.7,4,29,2,Inf
3.8,4,29,2,Inf
3.9,4,29,2,Inf
4,4,29,2,Inf
2,5,29,2,-192.712381101226
2.1,5,29,2,-216.453191817042
2.2,5,29,2,-310.37240907143
2.3,5,29,2,-351.031406835944
2.4,5,29,2,-394.65310850498
2.5,5,29,2,-443.216131939579
2.6,5,29,2,-443.281150685335
2.7,5,29,2,-443.281150685335
2.8,5,29,2,-500.757773383562
2.9,5,29,2,-571.020798867998
3,5,29,2,-658.230737383602
3.1,5,29,2,-659.666761279857
3.2,5,29,2,-661.33807823904
3.3,5,29,2,-764.911270294412
3.4,5,29,2,-913.200748551078
3.5,5,29,2,-1175.87310890065
3.6,5,29,2,-1175.87310890065
3.7,5,29,2,Inf
3.8,5,29,2,Inf
3.9,5,29,2,Inf
4,5,29,2,Inf
2,6,29,2,-187.667885380359
2.1,6,29,2,-217.032550991403
2.2,6,29,2,-309.076679072102
2.3,6,29,2,-348.282034447108
2.4,6,29,2,-393.787768420668
2.5,6,29,2,-451.16054507437
2.6,6,29,2,-449.839948277706
2.7,6,29,2,-449.667858495941
2.8,6,29,2,-502.174230094898
2.9,6,29,2,-574.232582175092
3,6,29,2,-653.652036331598
3.1,6,29,2,-654.499322861087
3.2,6,29,2,-654.947054945869
3.3,6,29,2,-759.285170587904
3.4,6,29,2,-910.073327808322
3.5,6,29,2,-1171.77213514351
3.6,6,29,2,-1171.77213514351
3.7,6,29,2,Inf
3.8,6,29,2,Inf
3.9,6,29,2,Inf
4,6,29,2,Inf
2,7,29,2,-185.312824819697
2.1,7,29,2,-211.685861525781
2.2,7,29,2,-307.375639844141
2.3,7,29,2,-345.868458225476
2.4,7,29,2,-390.604392507505
2.5,7,29,2,-445.522243904631
2.6,7,29,2,-444.917517851421
2.7,7,29,2,-444.917517851421
2.8,7,29,2,-498.488278684267
2.9,7,29,2,-569.632685846192
3,7,29,2,-650.888092084264
3.1,7,29,2,-654.444194005284
3.2,7,29,2,-658.225984987357
3.3,7,29,2,-757.271978193723
3.4,7,29,2,-912.314428747765
3.5,7,29,2,-1167.67379993033
3.6,7,29,2,-1167.67379993033
3.7,7,29,2,Inf
3.8,7,29,2,Inf
3.9,7,29,2,Inf
4,7,29,2,Inf
2,8,29,2,-183.319197730856
2.1,8,29,2,-209.678093969134
2.2,8,29,2,-303.542361564607
2.3,8,29,2,-344.111640660232
2.4,8,29,2,-387.627520360764
2.5,8,29,2,-441.12004017713
2.6,8,29,2,-441.12004017713
2.7,8,29,2,-441.12004017713
2.8,8,29,2,-495.136916746568
2.9,8,29,2,-565.566545345964
3,8,29,2,-646.405586060923
3.1,8,29,2,-649.495634328523
3.2,8,29,2,-652.819201437093
3.3,8,29,2,-753.009259813812
3.4,8,29,2,-907.743180571777
3.5,8,29,2,-1163.57811024149
3.6,8,29,2,-1163.57811024149
3.7,8,29,2,Inf
3.8,8,29,2,Inf
3.9,8,29,2,Inf
4,8,29,2,Inf
2,9,29,2,-183.648746391173
2.1,9,29,2,-209.90580292153
2.2,9,29,2,-303.802736020338
2.3,9,29,2,-346.189538405285
2.4,9,29,2,-387.253566933486
2.5,9,29,2,-439.310443957568
2.6,9,29,2,-439.335889722452
2.7,9,29,2,-438.374768413817
2.8,9,29,2,-492.978757334623
2.9,9,29,2,-562.003642193598
3,9,29,2,-642.475828590733
3.1,9,29,2,-645.329207903987
3.2,9,29,2,-648.335960588826
3.3,9,29,2,-749.03056935353
3.4,9,29,2,-903.437889789751
3.5,9,29,2,-1159.48507309441
3.6,9,29,2,-1159.48507309441
3.7,9,29,2,Inf
3.8,9,29,2,Inf
3.9,9,29,2,Inf
4,9,29,2,Inf
2,10,29,2,-181.605664151805
2.1,10,29,2,-207.841579150742
